% Model,yuinrods.mph
% Version,COMSOL 5.4.0.388
% Date,"Aug 13 2026, 13:14"
% Table,Table 6 - Global Evaluation 2 (freq*a/c_const)
% U,lambda (THz),freq*a/c_const (1)
47,1.1479697437593429E-8+1.1637754411046631E-6i,1.148764466675819E-8+1.1645811060777215E-6i
47,1.899926105126624E-8-6.073354757630622E-7i,1.9012413965997343E-8-6.07755925363935E-7i
47,6.350050013548049E-8-1.1696885514847143E-8i,6.354446061696505E-8-1.1704983100189073E-8i
47,7.951415929431693E-7+2.2149351633310126E-9i,7.956920580135167E-7+2.2164685310372404E-9i
47,1.1143582820710048E-6+1.2299695680063422E-8i,1.1151297362567454E-6+1.2308210582198924E-8i
47,1.4343510720259458E-6-3.914434052533321E-9i,1.4353440526105021E-6-3.917143958838337E-9i
47,1.6668677194518084E-6+8.091041188640721E-10i,1.6680216679618486E-6+8.096642499899767E-10i
47,1.9115294790050057E-6-5.049855065039931E-10i,1.912852803326699E-6-5.053351006955549E-10i
47,0.28587744690679057+3.231515035774734E-16i,0.28607535574506404+3.2337521670822693E-16i
47,0.44857490824384294+6.669619587718218E-16i,0.44888545019085463+6.674236869279297E-16i
47,0.46404166528560387+8.558169896864675E-17i,0.46436291464570845+8.564094594599182E-17i
47,0.4767117777538565-5.320940803135952E-16i,0.47704179845030303-5.324624413802917E-16i
47,0.6087553670769186+1.280690730412401E-16i,0.6091767996480937+1.281577334156019E-16i
47,0.6808424770619079+2.8995994468231806E-16i,0.6813138145008717+2.901606797749909E-16i
47,0.758989634790041,0.7595150723805476
47,0.8155895836913889,0.816154204611167
47,0.8689369666740693-1.5651690443757138E-16i,0.8695385192185882-1.5662525883580236E-16i
47,0.8867286418493266-4.397861972658425E-16i,0.8873425113142706-4.4009065491485025E-16i
47,0.9374705531610056+3.667304556493617E-16i,0.9381195505201858+3.669843378608561E-16i
47,0.9810891525884846,0.9817683464756987
47,1.0058698693068153-1.0445617722960562E-15i,1.006566218527234-1.0452849073635361E-15i
47,1.0839801735541943-1.3384459268974805E-16i,1.084730597413022-1.33937251373163E-16i
47,1.0892809498750997-1.918906891229889E-15i,1.0900350433850137-1.92023532282779E-15i
47,1.0996025623105217,1.1003638013240362
47,1.2050069608373757+2.0073457824058074E-15i,1.2058411697975828+2.008735438974059E-15i
47,1.2066703979154407-1.271924299857955E-15i,1.2075057584491742-1.2728048347279852E-15i
47,1.2775477415257805-5.681160008939569E-16i,1.2784321694234686-5.685092994173558E-16i
47,1.3113705069659551,1.3122783498769222
47,1.3286592675890416-1.1023828632098899E-15i,1.3295790792599342-1.1031460269856654E-15i
47,1.3341006847628278+3.1393232997126607E-16i,1.335024263448443+3.141496608009392E-16i
47,1.3498160868279316+4.632383859676895E-16i,1.3507505450600077+4.63559079229094E-16i
47,1.3630846249377517+2.1112244563252743E-16i,1.3640282687876206+2.1126860266030517E-16i
47,1.464103458281863-3.7579837428839713E-16i,1.465117036014825-3.76058534089337E-16i
47,1.4696118844519928-3.63688640867559E-15i,1.4706292755890402-3.639404172744989E-15i
47,1.4789743305118825,1.4799982031354664
47,1.5192655574479972,1.5203173231075717
47,1.5712577191583281,1.5723454782424793
48,1.1949655063528673E-9-1.8934917971039906E-6i,1.1957927637587874E-9-1.8948026341983464E-6i
48,2.705145201518321E-9-1.3728272480643137E-6i,2.7070179345722447E-9-1.3737776365918254E-6i
48,3.571305880875763E-9-1.5999719934352406E-6i,3.57377824449049E-9-1.6010796309978288E-6i
48,9.453223141062192E-9+1.151055660932431E-6i,9.459767471263928E-9+1.1518525201849116E-6i
48,1.9499864950688256E-8-5.950609212289483E-7i,1.9513364426287457E-8-5.954728733325388E-7i
48,1.0350440093476663E-7-4.0005335157729594E-9i,1.0357605554049658E-7-4.003303027496068E-9i
48,7.984403430060093E-7-6.068165197402848E-9i,7.98993091753505E-7-6.07236610075379E-9i
48,1.119004391273173E-6+1.4197615773381516E-8i,1.1197790618933845E-6+1.420744457825705E-8i
48,1.4358312603854296E-6-5.306021804264039E-9i,1.4368252656830643E-6-5.3096950867230006E-9i
48,1.6684063722862967E-6+5.671668394746733E-10i,1.6695613859835292E-6+5.675594809072948E-10i
48,1.9120388961083924E-6-5.458417884225251E-10i,1.913362573092208E-6-5.462196668295021E-10i
48,0.28767765891443337+1.8322498463822635E-16i,0.28787681401354664+1.8335182865563582E-16i
48,0.4537602550438337+4.968063895715692E-16i,0.4540743867317372+4.971503214783033E-16i
48,0.4676073561245019,0.4679310739610085
48,0.4792710756274264-4.954347047509996E-16i,0.47960286808892266-4.957776870600924E-16i
48,0.6050982720700157+2.792850418984713E-16i,0.6055171728869999+2.7947838690972467E-16i
48,0.677705193419226+1.0280713960233236E-16i,0.6781743589619181+1.0287831150408628E-16i
48,0.7567187309196775-1.025190509338174E-16i,0.7572425963961482-1.0259002339593618E-16i
48,0.8202548716300454+1.6453273306677204E-16i,0.8208227222614574+1.6464663670769068E-16i
48,0.8711934555475765-2.391146030619846E-15i,0.8717965702268365-2.3928013865710846E-15i
48,0.8776435568590478-8.600913291264181E-16i,0.8782511368505286-8.606867579634888E-16i
48,0.936662076158265,0.9373105138204626
48,0.9811552270331616,0.981834466662762
48,1.0040098854871335-3.9426488925959214E-16i,1.004704947067548-3.9453783316282637E-16i
48,1.077865759132508+1.330259050682522E-16i,1.078611950070313+1.3311799698602044E-16i
48,1.0834510441035354-7.987634494675957E-16i,1.0842011016536666-7.993164218970401E-16i
48,1.09448775797613-2.5099731669898795E-16i,1.0952454560842853-2.5117107852558584E-16i
48,1.2073207813178026+1.1947334561067103E-15i,1.2081565921025965+1.1955605528675876E-15i
48,1.2136719020060087+1.163057513195514E-15i,1.2145121095801636+1.1638626811574233E-15i
48,1.282582675592262+4.076545294112184E-16i,1.2834705891022733+4.079367427694445E-16i
48,1.3125827661838805,1.313491448324441
48,1.3329874813869487+1.2967359436978837E-15i,1.3339102894179031+1.297633655311519E-15i
48,1.3372545456754292+2.522422687629113E-16i,1.3381803077335213+2.524168924518888E-16i
48,1.355262939313895-1.8574146305519114E-15i,1.3562011683234823-1.858700491943574E-15i
48,1.3687276388608804,1.3696751892879977
48,1.464679238670405+5.259704633837169E-16i,1.4656932150078354+5.263345851586268E-16i
48,1.4702207343695903+1.5245468097061159E-15i,1.4712385470046652+1.5256022315005495E-15i
48,1.4807245784279182+1.2960624404771807E-15i,1.481749662722921+1.2969596858342387E-15i
48,1.51954311329855,1.5205950711060414
48,1.569433499901006-5.000363097050993E-16i,1.5705199961044445-5.003824776390132E-16i
49,1.2405098265755403E-9-1.8930100937345188E-6i,1.2413686136582599E-9-1.8943205973525714E-6i
49,1.876138456034446E-9-1.3814018845133198E-6i,1.8774372796607633E-9-1.382358209138123E-6i
49,2.672247737566044E-9-1.6031650487813227E-6i,2.6740976961795784E-9-1.6042748968501295E-6i
49,7.669108296392009E-9+1.147774299820044E-6i,7.674417509587924E-9+1.1485688874334964E-6i
49,1.6218776753040797E-8-6.090849323817474E-7i,1.623000477854663E-8-6.095065931062355E-7i
49,1.104014143862029E-7-1.2723997817536303E-8i,1.1047784369499003E-7-1.2732806457929273E-8i
49,7.845042586555895E-7-9.064728387440364E-9i,7.850473596526463E-7-9.071003768320645E-9i
49,1.126629953452367E-6+1.4070507267493745E-8i,1.1274099031394246E-6+1.408024807698172E-8i
49,1.4329735572256428E-6-4.782294697390039E-9i,1.4339655841765465E-6-4.785605411117486E-9i
49,1.6683321792986015E-6+3.0361133716244994E-10i,1.6694871416330973E-6+3.0382152291748105E-10i
49,1.9117154598983226E-6-4.720653592078951E-10i,1.913038912971909E-6-4.723921632557165E-10i
49,0.2895657795772568+9.8308213869406E-16i,0.2897662417951056+9.837627122968448E-16i
49,0.4592840472232051+5.976219204814435E-16i,0.4596020029528612+5.980356455279239E-16i
49,0.47138459635006025-8.548190760519913E-17i,0.4717109291155619-8.554108549842083E-17i
49,0.48200021436135854-5.48785019624626E-16i,0.48233389616628564-5.491649355881655E-16i
49,0.6013803629480149+2.1374261212629415E-16i,0.6017966899100725+2.1389058305759058E-16i
49,0.6744018261970313+6.426301095921465E-16i,0.6748687048661823+6.430749931595808E-16i
49,0.75425503631427-8.329890434584218E-16i,0.7547771962104564-8.335657097735478E-16i
49,0.8250839994592422-1.6861339526810895E-16i,0.825655193226284-1.6873012389268537E-16i
49,0.8681936601743301+1.1794940133848747E-16i,0.8687946981384668+1.1803105600990885E-16i
49,0.8735584740503706-4.002222832556095E-16i,0.8741632259978708-4.0049935137688765E-16i
49,0.9358098977638614+1.4667521264441847E-16i,0.9364577454752326+1.4677675378119598E-16i
49,0.9812236557915065,0.9819029427933504
49,1.0024492749983327-4.799753455662145E-16i,1.0031432561905869-4.80307625583644E-16i
49,1.0720283961592627+2.346092338026025E-16i,1.0727705459747716+2.347716503954904E-16i
49,1.0776701544684602-2.2228260025111602E-15i,1.0784162099919739-2.224364832931681E-15i
49,1.0892148774317092+1.6690541588632698E-16i,1.0899689252006224+1.670209621013818E-16i
49,1.2094377167046826-3.6876525884284875E-15i,1.2102749930133492-3.690205497192815E-15i
49,1.2200963234243185,1.220940978532874
49,1.2870063121719866-8.008251391536912E-16i,1.2878972881018773-8.013795388612056E-16i
49,1.3134290545354328+1.9147833830466523E-16i,1.3143383225492278+1.9161089599992393E-16i
49,1.3380018543752021,1.3389281337843417
49,1.3408895821694604+5.016668501937074E-16i,1.3418178607109525+5.020141469273126E-16i
49,1.360982391594541-1.516898410486275E-15i,1.3619245800985502-1.5179485374041079E-15i
49,1.3750376544071476+2.2140585031109454E-16i,1.3759895731671283+2.2155912639179322E-16i
49,1.465333211323391-2.5467784784246406E-16i,1.4663476403966684-2.548541576477525E-16i
49,1.4708867821191252+2.659967740848555E-15i,1.4719050558494622+2.6618091981972622E-15i
49,1.4826017821436457-2.08543723537292E-15i,1.4836281659997388-2.086880953529111E-15i
49,1.5195806698031271-7.904399741925361E-16i,1.5206326536104458-7.909871843999518E-16i
49,1.5675296747194456+6.770483494899386E-16i,1.5686148529321362+6.775170603090408E-16i
50,1.0995988954493859E-9-1.8942671531450616E-6i,1.1003601319243853E-9-1.8955785270072352E-6i
50,2.6099667586613722E-9-1.3784680988019317E-6i,2.6117736010504026E-9-1.3794223924091497E-6i
50,2.940324506681619E-9-1.5961498047030847E-6i,2.9423600509806207E-9-1.5972547962194746E-6i
50,7.605499832598701E-9+1.134062270815587E-6i,7.610765010571447E-9+1.134847365788889E-6i
50,1.8998693077277332E-8-6.013757410196085E-7i,1.9011845598808224E-8-6.017920647819716E-7i
50,1.491163028264444E-7-1.1413833972657148E-8i,1.4921953389478968E-7-1.1421735605493933E-8i
50,7.825066410913863E-7-8.629092714197472E-9i,7.830483591665801E-7-8.635066510776736E-9i
50,1.137741582385627E-6+1.495355350289416E-8i,1.1385292244933263E-6+1.4963905632570145E-8i
50,1.4329614119533548E-6-4.35653761631679E-9i,1.4339534304962618E-6-4.359553584550272E-9i
50,1.6691751851274045E-6+4.6506414452492603E-10i,1.6703307310626918E-6+4.653861017326787E-10i
50,1.9117639443176993E-6-3.1968215106760034E-10i,1.913087430956351E-6-3.1990346241558913E-10i
50,0.2915293200565543+1.5574519626171055E-15i,0.29173114160519104+1.5585301641748827E-15i
50,0.4651310345341602+7.506361107171448E-16i,0.4654530380489027+7.511557652832728E-16i
50,0.475356426551818,0.4756855089581519
50,0.4848912612754723-6.48531297798719E-16i,0.48522694451053094-6.48980266673739E-16i
50,0.5976285547181477-1.5282517104453096E-16i,0.5980422843574147-1.5293096970891538E-16i
50,0.6709458130564062+1.1882481328988448E-15i,0.6714102991774458+1.18907073996389E-15i
50,0.751600995990136+1.396776289776537E-15i,0.7521213185324388+1.3977432578806273E-15i
50,0.8300552031896158+1.844166451849367E-16i,0.8306298384493873+1.8454431417177612E-16i
50,0.8584503667275296-1.6489142493459174E-16i,0.8590446595499707-1.6500557689272326E-16i
50,0.8760213327642442-2.0073605685986268E-16i,0.8766277897133531-2.008750235403147E-16i
50,0.9349201756886497+1.2996982660781846E-15i,0.9355674074582453+1.3005980284649302E-15i
50,0.9812938063161118,0.9819731418821533
50,1.0011392245602864-7.459244539925822E-16i,1.0018322988234942-7.464408467466338E-16i
50,1.066480986212325+1.7753375118163546E-15i,1.067219295635841+1.7765665524010826E-15i
50,1.0719491191289752+7.078898757401362E-16i,1.072691214062138+7.083799377035724E-16i
50,1.0838086630260502-8.360977423752336E-16i,1.0845589681506098-8.366765607978373E-16i
50,1.2113727478336564,1.2122113637364984
50,1.225894196264193-1.8810146177801925E-15i,1.226742865156594-1.8823168171030428E-15i
50,1.290846832500197-5.411728912793147E-16i,1.291740467166986-5.415475374760575E-16i
50,1.3139894827697391-6.473699250772145E-16i,1.3148991387599276-6.478180899506296E-16i
50,1.343731684222601-1.3846104044007104E-15i,1.3446619303104024-1.3855689502376112E-15i
50,1.3449049511572315+1.1554446233821647E-15i,1.3458360094808302+1.156244521050124E-15i
50,1.36694037867517+1.7791801257213193E-15i,1.367886691807807+1.7804118264922986E-15i
50,1.3819515772186655-4.0051380217079925E-15i,1.3829082823878098-4.007910721064229E-15i
50,1.4660817602334677-3.3128122881037743E-15i,1.4670967075163721-3.3151057003279653E-15i
50,1.4716130631426494+4.411981554586591E-16i,1.4726318396668765+4.4150359058598365E-16i
50,1.4846033284056002+1.790776304112425E-15i,1.485631097903337+1.7920160327506556E-15i
50,1.519309176645792-5.644094164262241E-16i,1.5203609725023088-5.648001489345914E-16i
50,1.5655615763107742+2.187722775040075E-15i,1.566645392037288+2.1892373040018986E-15i
51,1.100886104599001E-9-1.3858141760703752E-6i,1.1016482321903517E-9-1.3867735552610618E-6i
51,1.212840154555872E-9-1.8930917340364891E-6i,1.2136797863232488E-9-1.8944022941729464E-6i
51,2.811611355000916E-9-1.6021235723194289E-6i,2.813557793039192E-9-1.6032326993890843E-6i
51,7.397611439614919E-9+1.136171727338401E-6i,7.402732699447948E-9+1.1369582826580656E-6i
51,1.514765493746611E-8-6.181769006825696E-7i,1.5158141440769106E-8-6.186048556457376E-7i
51,1.5225244319834534E-7-1.8259545050161003E-8i,1.523578453714923E-7-1.827218587016055E-8i
51,7.731714112211958E-7-4.564602712831803E-9i,7.737066666512296E-7-4.567762721534311E-9i
51,1.1390003573429365E-6+1.354069899650365E-8i,1.1397888708824054E-6+1.3550073027357795E-8i
51,1.4319786513543537E-6-4.104054623320827E-9i,1.432969989546255E-6-4.106895801215413E-9i
51,1.6685267463244242E-6+2.924017886458505E-10i,1.669681843354869E-6+2.926042141919232E-10i
51,1.911836706661708E-6-2.580710939535244E-10i,1.9131602436726823E-6-2.5824975285421393E-10i
51,0.29355499649956324+1.7092293660189658E-15i,0.29375822039482047+1.710412640886682E-15i
51,0.4712854270529471+5.942568178474565E-16i,0.471611691164973+5.946682132818597E-16i
51,0.4795044603716386,0.4798364144020313
51,0.4879356646264873-5.663072668334651E-16i,0.4882734554581296-5.666993131963297E-16i
51,0.5938680693093731,0.5942791956187634
51,0.667350450798683,0.6678124479022248
51,0.7487611136185004+1.7565242048814837E-16i,0.7492794701511474+1.7577402212848365E-16i
51,0.8351487057364725-1.0497773025518515E-16i,0.8357268671546826-1.050504048255795E-16i
51,0.8484752680734005+1.366238604583609E-16i,0.84906265527874+1.3671844318881521E-16i
51,0.8785715812717163-4.429530043328489E-16i,0.8791798037211292-4.432596543167696E-16i
51,0.9339998175917708-5.896653424277903E-16i,0.9346464122107141-5.90073559249903E-16i
51,0.9813650104841588,0.9820443953438203
51,1.0000376099674946,1.0007299215987895
51,1.061233261499974+6.984501950944492E-16i,1.0619679379992681+6.989337221029581E-16i
51,1.0662983842204121+1.915088794422876E-15i,1.0670365672311999+1.916414582807359E-15i
51,1.078291437856725+9.772293637151507E-16i,1.0790379234857788+9.7790588552613E-16i
51,1.2131405243045894+4.968193850698454E-16i,1.2139803640136162+4.971633259731758E-16i
51,1.2310437377814831-3.3561706852928513E-15i,1.2318959716272948-3.3584941139108157E-15i
51,1.2941550346260673-4.1137525891742543E-16i,1.2950509595135318-4.1166004808308955E-16i
51,1.3143386430539497+2.9674091618999273E-16i,1.315248540762773+2.9694634565155675E-16i
51,1.3492081420411177+2.3734181178044393E-15i,1.3501421794017756+2.3750612009770166E-15i
51,1.3501817156985256,1.3511164270502016
51,1.37310217976987-3.448997098291921E-16i,1.3740527586286408-3.4513847892983894E-16i
51,1.3893770208764202+6.868564598580182E-16i,1.3903388665732412+6.873319606906371E-16i
51,1.4669488323234348+1.30585262761726E-15i,1.4679643798678566+1.3067566505798421E-15i
51,1.4724034716627996-4.721909908078928E-15i,1.4734227953754588-4.725178818286612E-15i
51,1.4867265364739737-1.5547831633001795E-15i,1.4877557758380702-1.5558595172866351E-15i
51,1.5186642095090845-1.710418877904581E-15i,1.5197155588641438-1.7116029762542402E-15i
51,1.5635450823799646+1.4411354322894124E-15i,1.5646275021167788+1.4421331095888465E-15i
52,1.0920010413016407E-9-1.3854906454436887E-6i,1.092757017891665E-9-1.386449800658783E-6i
52,1.2932127241496684E-9-1.8936061531080174E-6i,1.2941079966891647E-9-1.8949170693693877E-6i
52,2.5285248622638296E-9-1.5985877954484973E-6i,2.530275323601199E-9-1.5996944747507598E-6i
52,5.843871235669672E-9+1.128914915043014E-6i,5.847916863541983E-9+1.1296964465760648E-6i
52,1.0355808215004215E-8-6.193023390176133E-7i,1.0362977391850412E-8-6.197310731055282E-7i
52,1.6466378299038967E-7+5.195302627224469E-10i,1.6477777735528258E-7+5.198899260392136E-10i
52,7.686647189224503E-7-1.1011269043275097E-8i,7.691968544343269E-7-1.1018891986210436E-8i
52,1.1423070122041977E-6+1.463227943103077E-8i,1.1430978148931929E-6+1.464240914729493E-8i
52,1.429209540333487E-6-2.9248650140458747E-9i,1.4301989615097188E-6-2.9268898559608272E-9i
52,1.6683136280548607E-6+1.6286857838280267E-10i,1.6694685775465979E-6+1.6298132995340662E-10i
52,1.9118205518937084E-6-3.5997325704104544E-10i,1.9131440777209695E-6-3.602224613412844E-10i
52,0.29562874723905314-4.207767758964455E-16i,0.29583340676207387-4.2106807359688023E-16i
52,0.47773088870889596+8.224148954043522E-16i,0.4780616149211758+8.229842413891067E-16i
52,0.4838087535141283,0.48414368734465785
52,0.4911242013330715-6.949879699953603E-16i,0.4914641995427432-6.954691001553084E-16i
52,0.5901227284693809+4.2600630736052916E-16i,0.5905312619332613+4.263012253902623E-16i
52,0.6636289745795761+5.276691311942146E-16i,0.6640883953587413+5.280344289323794E-16i
52,0.7457423355615791-4.606027209349269E-16i,0.7462586022376644-4.609215895633975E-16i
52,0.8383210720362587-6.163986971711439E-16i,0.8389014296379584-6.168254211096369E-16i
52,0.8403463482843392,0.8409281079556102
52,0.8811988971313572+1.5638708491560896E-15i,0.8818089384336919+1.56495349441655E-15i
52,0.9330564366410331-3.839403473256135E-16i,0.9337023781709343-3.842061436971975E-16i
52,0.9814365635908668,0.9821159979857133
52,0.9991090369480503,0.9998007057416204
52,1.056292018630817-3.8884195905631377E-16i,1.057023274378854-3.891111487430885E-16i
52,1.0607282063340537-2.4600997691585922E-15i,1.061462533190932-2.4618028607897055E-15i
52,1.0726835646289794+9.381947350105762E-16i,1.0734261680081818+9.388442337104186E-16i
52,1.2147549339261348-2.0626028139769096E-15i,1.2155958912676863-2.06403072419211E-15i
52,1.2355512210928072-1.045777766321573E-15i,1.2364065754043825-1.0465017432041998E-15i
52,1.2969936560324808-3.9365252471572474E-16i,1.2978915460566531-3.939250446878067E-16i
52,1.3145353970840792,1.315445431002883
52,1.3537247883017662-5.185376310979323E-16i,1.3546619524715657-5.188966072301249E-16i
52,1.3573307486544537+1.844992101662349E-15i,1.3582704091786595+1.8462693631162148E-15i
52,1.3794323028319666-2.969903572380143E-15i,1.3803872639437444-2.9719595938402253E-15i
52,1.397198393993041+1.0820144125266947E-15i,1.3981656543137995+1.0827634755174808E-15i
52,1.4679700274034835+4.226378004323641E-16i,1.468986281906548+4.2293038649327606E-16i
52,1.4732630615240014+1.2234915407333308E-15i,1.4742829803183388+1.2243385463019194E-15i
52,1.488968680441965-2.311135750532728E-15i,1.4899994720100311-2.3127357165196543E-15i
52,1.5175951995758017-1.054364465345374E-15i,1.5186458088706838-1.0550943866760389E-15i
52,1.561496469148165+1.517311630478744E-15i,1.5625774706595503+1.5183620434628252E-15i
53,1.333962548838126E-9-1.893744954578441E-6i,1.3348860318942306E-9-1.8950559669300693E-6i
53,1.4554639215402305E-9-1.383794032920535E-6i,1.4564715182463634E-9-1.38475201359522E-6i
53,2.225021521095954E-9-1.5988580809138095E-6i,2.2265618714423636E-9-1.599964947330806E-6i
53,6.4714424697652864E-9+1.1321043197492036E-6i,6.475922556162456E-9+1.1328880592611877E-6i
53,1.8844322134980262E-8-6.103266993663052E-7i,1.8857367787731597E-8-6.107492197481884E-7i
53,1.5810581497762204E-7-6.908101910685608E-9i,1.582152693557308E-7-6.9128842901234105E-9i
53,7.770475732521464E-7-9.955687814943142E-10i,7.775855120933159E-7-9.96257999420033E-10i
53,1.1419766985479196E-6+1.1821147687410031E-8i,1.1427672725655287E-6+1.1829331297663964E-8i
53,1.4299016534424947E-6-2.9526837504942596E-9i,1.430891553758662E-6-2.9547278509197114E-9i
53,1.6680170880896272E-6+5.955898930200459E-11i,1.6691718322910182E-6+5.960022113231873E-11i
53,1.911545609912013E-6-3.023294970194957E-10i,1.912868945400901E-6-3.0253879537506145E-10i
53,0.2977357529280722+4.041600988853388E-17i,0.2979418711007788+4.0443989309965105E-17i
53,0.48445048533040197+7.386743566453276E-16i,0.4847858634226235+7.391857302614274E-16i
53,0.48824763038505736,0.48858563718610026
53,0.4944468989428949-7.37722722674788E-16i,0.4947891974082565-7.382334374883986E-16i
53,0.5864152321912353+3.443810969595635E-16i,0.5868211990088509+3.446195070319916E-16i
53,0.6597946810336512+3.10332321030533E-16i,0.6602514473866297+3.1054715962587656E-16i
53,0.7425544450061677+5.838126110839798E-16i,0.7430685047515448+5.84216776144495E-16i
53,0.8280329900972512+1.4651622193963403E-15i,0.8286062254080299+1.4661765300943698E-15i
53,0.8456311992893057+9.800177310137972E-16i,0.8462166175867963+9.806961831712895E-16i
53,0.8838929268003725+4.861828134715593E-16i,0.884504833140638+4.865193908295979E-16i
53,0.9320982703671887+7.776663067854099E-16i,0.9327435485723814+7.782046739668913E-16i
53,0.9815077212577994,0.9821872049140735
53,0.9983242290033858+9.085306507515236E-16i,0.9990153544857213+9.091596134331608E-16i
53,1.0516613061387452+1.0105360925211718E-15i,1.0523893561112319+1.0112356721007021E-15i
53,1.0552488717079416+6.046707281304418E-15i,1.055979405300391+6.0508933296491575E-15i
53,1.067003913419199+3.703880703469734E-16i,1.0677425848576874+3.70644484672433E-16i
53,1.2162288173894404-4.20405193548792E-15i,1.2170707950792814-4.206962340081204E-15i
53,1.2394473562212387+4.530771160368718E-15i,1.2403054077710374+4.533907747974818E-15i
53,1.2994279668090827-6.989043768347987E-16i,1.300327542071538-6.993882182667838E-16i
53,1.3146230871047726-4.700566412365948E-16i,1.3155331817301146-4.703820546779013E-16i
53,1.358398068715579-8.740730017041028E-16i,1.3593384681300877-8.746781098516857E-16i
53,1.365134435775693+2.986687848063513E-15i,1.3660794986800762+2.988755489035864E-15i
53,1.3858940813737781-2.0158292551789682E-14i,1.386853515881755-2.0172247847332118E-14i
53,1.4052793612943553-1.4874688054568894E-15i,1.4062522159523658-1.48849855868311E-15i
53,1.4691991149127273-5.028948729489696E-16i,1.4702162202953688-5.032430198250381E-16i
53,1.474198461208061-1.6012661118580388E-14i,1.4752190275661248-1.602374645320169E-14i
53,1.4913270167358623+7.335946488027921E-15i,1.4923594409461716+7.341025058103284E-15i
53,1.5160739054992844+1.8260777473681927E-15i,1.5171234616241922+1.8273419146870524E-15i
53,1.5594323196737914-1.979184396527966E-15i,1.560511892204231-1.9805545573744545E-15i
54,1.3246951721948526E-9-1.8941612066796208E-6i,1.3256122395796086E-9-1.8954725071965826E-6i
54,1.9674365997195446E-9-1.3792966285415718E-6i,1.9687986277355364E-9-1.380251495727993E-6i
54,2.5257784338293604E-9-1.596071614934076E-6i,2.527526993853888E-9-1.5971765523208152E-6i
54,6.267047582894239E-9+1.1335359871223755E-6i,6.271386169655648E-9+1.1343207177570579E-6i
54,1.1448078946739129E-8-6.119393036008429E-7i,1.1456004286878153E-8-6.123629403654072E-7i
54,1.5516577101464336E-7-4.824120494131179E-9i,1.5527319004266946E-7-4.8274601632551866E-9i
54,7.680066198280435E-7-8.269329307319937E-9i,7.685382997473974E-7-8.275054044875209E-9i
54,1.1390563066793612E-6+1.6729902869224033E-8i,1.1398448589517497E-6+1.6741484739977045E-8i
54,1.4309861944926964E-6-4.450264426218966E-9i,1.4319768456210094E-6-4.453345280172757E-9i
54,1.6686934961455358E-6-2.586376482652982E-10i,1.66984870861448E-6-2.5881669938337627E-10i
54,1.911626490303628E-6-3.803681137333526E-10i,1.912949881784846E-6-3.806314370990806E-10i
54,0.2998604622686892-4.998304161825244E-16i,0.30006805134706477-5.001764415793185E-16i
54,0.4914265734309559+6.428321822495159E-16i,0.4917667809684751+6.4327720570894E-16i
54,0.4927974611685359,0.4931386177518874
54,0.49789292252567063-6.469039904860662E-16i,0.4982376066235168-6.473518327996759E-16i
54,0.5827674099463946+3.88076880363276E-16i,0.583170851429219+3.883455403970929E-16i
54,0.6558610985580732-7.621920760354341E-16i,0.6563151417485691-7.62719730629882E-16i
54,0.7392104636125857+6.806729022651805E-16i,0.7397222083678159+6.811441223099553E-16i
54,0.8176502466992076-3.1097304748770435E-15i,0.8182162941863009-3.111883296487442E-15i
54,0.8509871395301881+2.334541256494885E-16i,0.8515762656679522+2.336157425776419E-16i
54,0.8866430763989019-1.0345982069906637E-14i,0.8872568866281172-1.0353144444254136E-14i
54,0.9311340633066884+6.457089096053172E-16i,0.931778674005223+6.461559245816489E-16i
54,0.981577693172043+2.243727889887568E-16i,0.9822572252688655+2.2452811903836166E-16i
54,0.997659176309061+6.032755318633939E-16i,0.9983498413849966+6.036931708235908E-16i
54,1.047342612310466+3.7335685710579224E-16i,1.0480676725134286+3.7361532667955793E-16i
54,1.0498709421311148+1.2504305259693202E-14i,1.0505977526603902+1.251296181009317E-14i
54,1.0612703427539116,1.0620050449240237
54,1.2175738055779513+4.945908992362564E-15i,1.2184167143837399+4.9493329739094674E-15i
54,1.2427807124979333+3.1344466579837572E-15i,1.2436410716822637+3.13661659025167E-15i
54,1.3015193382195445+1.462508205467113E-15i,1.3024203613082999+1.4635206788295318E-15i
54,1.3146329600530664+1.9734009878947388E-16i,1.3155430615133081+1.9747671449707438E-16i
54,1.3631849108193097,1.36412862409565
54,1.3735311445960594-1.1328461340770913E-14i,1.3744820204209998-1.1336303871364482E-14i
54,1.3924489517297576-3.076357419952115E-14i,1.3934129240800555-3.078487137877346E-14i
54,1.4134587205329625-2.030023488329429E-16i,1.414437237643546-2.0314288443468069E-16i
54,1.470718175945074-1.0658883410906092E-15i,1.4717363329517854-1.0666262402344448E-15i
54,1.4752184422181245+1.750992026114496E-14i,1.4762397146943482+1.7522042126701827E-14i
54,1.4937988216273685-1.407485417701467E-14i,1.4948329570325967-1.4084597995805487E-14i
54,1.5140987327967743+1.5386194690186732E-15i,1.5151469215380737+1.5396846331124246E-15i
54,1.5573694975724353-3.4430661620232713E-15i,1.55844764204085-3.4454497471279993E-15i
55,1.3001449702143535E-9-1.8941856726212482E-6i,1.3010450418479376E-9-1.895496990075629E-6i
55,2.052593716567065E-9-1.5946562652923151E-6i,2.0540146976283155E-9-1.5957602228528859E-6i
55,2.241311011916578E-9-1.3806524745102164E-6i,2.2428626392428237E-9-1.3816082803292699E-6i
