% Model,yuin.mph
% Version,COMSOL 5.4.0.388
% Date,"Aug 12 2026, 11:22"
% Table,Table 1 - Global Evaluation 1 (freq*a/(c_const))
% U,lambda (THz),freq*a/(c_const) (1)
7,1.084962811660643,1.085713915785676
7,1.141741887819375,1.1425322992808995
7,1.1643600384420403,1.165166108123414
7,1.1643600613611766,1.165166131058417
7,1.2003806179496592,1.20121162415933
7,1.2594418231143552,1.260313716545553
7,1.3143644958020027,1.3152744114083108
7,1.3359060175735973,1.3368308460651108
8,0.4874688783093583,0.48780634599155753
8,0.5131342575101699,0.5134894929646662
8,0.5131342584331852,0.5134894938883203
8,0.6178206990247359,0.6182484073946275
8,0.6178206994991111,0.6182484078693311
8,0.69386322115501,0.6943435726675385
8,0.7779999126816369,0.7785385108136745
8,0.8025748424906757,0.8031304534926047
8,0.847412343786401,0.8479989951445686
8,0.8474123530845223,0.8479990044491269
8,0.8618574523475425,0.8624541038462773
8,0.8831245437033537,0.8837359181030702
8,0.911249402816192,0.9118802476507183
8,0.965386364511642,0.9660546875848777
8,0.9653863666497295,0.9660546897244455
8,0.9675166780852141,0.9681864759438485
8,0.9675166789021031,0.9681864767613031
8,0.9711437823140804,0.9718160911647221
8,1.0148156142446,1.0155181564753708
8,1.0534344493739662,1.0541637268679716
8,1.064194403965582,1.0649311304211482
8,1.0849628078726714,1.0857139119950825
8,1.084962811660642,1.0857139157856752
8,1.1417418878193775,1.142532299280902
8,1.1643600384420423,1.165166108123416
8,1.1643600613611664,1.165166131058407
8,1.2003806179496668,1.2012116241593376
8,1.2594418231143663,1.2603137165455638
8,1.314364495802013,1.3152744114083215
8,1.3359060175735882,1.3368308460651015
9,0.4874688783091446,0.4878063459913437
9,0.5131342575101998,0.513489492964696
9,0.513134258433256,0.5134894938883913
9,0.6178206990247455,0.618248407394637
9,0.6178206994991083,0.6182484078693283
9,0.6938632211550131,0.6943435726675417
9,0.7779999126816324,0.77853851081367
9,0.8025748424906788,0.8031304534926079
9,0.8474123437863863,0.8479989951445539
9,0.8474123530845196,0.8479990044491241
9,0.8618574523475455,0.8624541038462803
9,0.883124543703362,0.8837359181030785
9,0.9112494028161909,0.9118802476507173
9,0.9653863645116434,0.966054687584879
9,0.9653863666497303,0.9660546897244462
9,0.9675166780852146,0.968186475943849
9,0.9675166789021025,0.9681864767613025
9,0.9711437823140804,0.9718160911647221
9,1.0148156142446003,1.015518156475371
9,1.0534344493739647,1.0541637268679702
9,1.0641944039655808,1.0649311304211468
9,1.0849628078726699,1.085713911995081
9,1.0849628116606391,1.0857139157856723
9,1.141741887819382,1.1425322992809064
9,1.1643600384420385,1.1651661081234124
9,1.1643600613611693,1.1651661310584098
9,1.2003806179496623,1.2012116241593331
9,1.2594418231143532,1.260313716545551
9,1.3143644958020197,1.315274411408328
9,1.335906017573588,1.3368308460651013
10,0.48746887830923186,0.48780634599143097
10,0.513134257510144,0.5134894929646402
10,0.5131342584331804,0.5134894938883156
10,0.6178206990247359,0.6182484073946275
10,0.6178206994991033,0.6182484078693233
10,0.6938632211550042,0.6943435726675328
10,0.7779999126816323,0.7785385108136699
10,0.8025748424906819,0.803130453492611
10,0.8474123437863893,0.8479989951445569
10,0.847412353084522,0.8479990044491265
10,0.8618574523475405,0.8624541038462753
10,0.8831245437033555,0.8837359181030718
10,0.9112494028161928,0.9118802476507192
10,0.9653863645116426,0.9660546875848782
10,0.9653863666497293,0.9660546897244452
10,0.9675166780852142,0.9681864759438485
10,0.9675166789021034,0.9681864767613033
10,0.9711437823140804,0.9718160911647221
10,1.0148156142446005,1.0155181564753712
10,1.053434449373966,1.0541637268679716
10,1.064194403965583,1.0649311304211493
10,1.084962807872673,1.085713911995084
10,1.0849628116606425,1.0857139157856757
10,1.1417418878193784,1.1425322992809028
10,1.1643600384420418,1.1651661081234155
10,1.1643600613611733,1.1651661310584136
10,1.2003806179496497,1.2012116241593205
10,1.2594418231143685,1.260313716545566
10,1.3143644958019953,1.3152744114083035
10,1.3359060175736062,1.3368308460651197
11,0.487468878309167,0.4878063459913662
11,0.5131342575101435,0.5134894929646396
11,0.5131342584331668,0.513489493888302
11,0.6178206990247622,0.6182484073946538
11,0.6178206994990988,0.6182484078693187
11,0.693863221155015,0.6943435726675435
11,0.7779999126816339,0.7785385108136714
11,0.8025748424906752,0.8031304534926045
11,0.8474123437863748,0.8479989951445424
11,0.8474123530845259,0.8479990044491303
11,0.861857452347544,0.8624541038462787
11,0.8831245437033564,0.8837359181030727
11,0.911249402816192,0.9118802476507183
11,0.965386364511643,0.9660546875848787
11,0.9653863666497303,0.9660546897244462
11,0.9675166780852146,0.968186475943849
11,0.967516678902104,0.9681864767613039
11,0.9711437823140805,0.9718160911647221
11,1.0148156142446005,1.0155181564753712
11,1.0534344493739631,1.0541637268679684
11,1.064194403965582,1.0649311304211482
11,1.0849628078726725,1.0857139119950834
11,1.0849628116606456,1.085713915785679
11,1.141741887819385,1.1425322992809095
11,1.1643600384420427,1.1651661081234166
11,1.1643600613611766,1.165166131058417
11,1.200380617949668,1.2012116241593391
11,1.2594418231143476,1.2603137165455451
11,1.3143644958020129,1.3152744114083212
11,1.3359060175736135,1.3368308460651268
12,0.487468878309332,0.4878063459915313
12,0.5131342575101375,0.5134894929646338
12,0.5131342584331994,0.5134894938883345
12,0.6178206990247405,0.6182484073946322
12,0.6178206994991101,0.6182484078693301
12,0.6938632211550005,0.6943435726675291
12,0.7779999126816387,0.7785385108136762
12,0.8025748424906737,0.8031304534926028
12,0.8474123437863817,0.8479989951445494
12,0.8474123530845276,0.8479990044491321
12,0.8618574523475431,0.862454103846278
12,0.8831245437033578,0.8837359181030742
12,0.9112494028161933,0.9118802476507195
12,0.9653863645116411,0.9660546875848769
12,0.9653863666497275,0.9660546897244434
12,0.9675166780852144,0.9681864759438488
12,0.9675166789021032,0.9681864767613031
12,0.9711437823140803,0.9718160911647219
12,1.0148156142446003,1.015518156475371
12,1.0534344493739636,1.0541637268679689
12,1.0641944039655804,1.0649311304211464
12,1.0849628078726714,1.0857139119950823
12,1.0849628116606371,1.0857139157856703
12,1.1417418878193808,1.1425322992809053
12,1.1643600384420454,1.165166108123419
12,1.1643600613611715,1.165166131058412
12,1.2003806179496574,1.2012116241593283
12,1.2594418231143738,1.2603137165455713
12,1.314364495802007,1.3152744114083152
12,1.3359060175735884,1.3368308460651017
13,0.48746887830918334,0.48780634599138245
13,0.5131342575101573,0.5134894929646535
13,0.5131342584331688,0.513489493888304
13,0.6178206990247548,0.6182484073946464
13,0.6178206994991065,0.6182484078693264
13,0.6938632211550122,0.6943435726675407
13,0.7779999126816247,0.7785385108136623
13,0.802574842490689,0.803130453492618
13,0.8474123437863617,0.8479989951445293
13,0.8474123530845217,0.8479990044491263
13,0.8618574523475439,0.8624541038462786
13,0.8831245437033552,0.8837359181030717
13,0.9112494028161915,0.911880247650718
13,0.9653863645116423,0.9660546875848781
13,0.9653863666497295,0.9660546897244455
13,0.9675166780852135,0.968186475943848
13,0.9675166789021039,0.9681864767613036
13,0.9711437823140803,0.9718160911647219
13,1.0148156142446,1.0155181564753708
13,1.0534344493739636,1.0541637268679689
13,1.0641944039655786,1.0649311304211448
13,1.0849628078726716,1.0857139119950825
13,1.0849628116606465,1.0857139157856797
13,1.1417418878193801,1.1425322992809044
13,1.1643600384420438,1.1651661081234177
13,1.164360061361175,1.1651661310584154
13,1.20038061794966,1.2012116241593307
13,1.2594418231143711,1.2603137165455687
13,1.3143644958020055,1.315274411408314
13,1.3359060175735882,1.3368308460651015
14,0.48746887830923213,0.4878063459914313
14,0.513134257510122,0.5134894929646181
14,0.5131342584331721,0.5134894938883073
14,0.6178206990247277,0.6182484073946193
14,0.6178206994991045,0.6182484078693244
14,0.6938632211550052,0.6943435726675338
14,0.7779999126816307,0.7785385108136683
14,0.8025748424906868,0.8031304534926159
14,0.8474123437863724,0.84799899514454
14,0.8474123530845178,0.8479990044491224
14,0.8618574523475441,0.862454103846279
14,0.8831245437033639,0.8837359181030804
14,0.9112494028161937,0.9118802476507201
14,0.9653863645116431,0.9660546875848789
14,0.9653863666497289,0.9660546897244447
14,0.9675166780852152,0.9681864759438495
14,0.9675166789021034,0.9681864767613033
14,0.9711437823140803,0.9718160911647219
14,1.0148156142446005,1.0155181564753712
14,1.0534344493739645,1.05416372686797
14,1.0641944039655804,1.0649311304211464
14,1.0849628078726723,1.085713911995083
14,1.0849628116606345,1.0857139157856677
14,1.14174188781938,1.1425322992809044
14,1.1643600384420443,1.165166108123418
14,1.164360061361165,1.1651661310584052
14,1.2003806179496705,1.2012116241593416
14,1.2594418231143776,1.2603137165455753
14,1.314364495802013,1.3152744114083215
14,1.3359060175735893,1.3368308460651028
15,0.48746887830901936,0.48780634599121836
15,0.5131342575102024,0.5134894929646986
15,0.5131342584332755,0.5134894938884108
15,0.6178206990247195,0.6182484073946111
15,0.6178206994991059,0.618248407869326
15,0.6938632211550041,0.6943435726675327
15,0.777999912681626,0.7785385108136637
15,0.8025748424906752,0.8031304534926045
15,0.8474123437863997,0.8479989951445673
15,0.8474123530845298,0.8479990044491343
15,0.8618574523475441,0.862454103846279
15,0.8831245437033556,0.883735918103072
15,0.9112494028161943,0.9118802476507207
15,0.9653863645116422,0.9660546875848779
15,0.9653863666497293,0.9660546897244452
