% Model,SiGratingSlab80.mph
% Version,COMSOL 5.4.0.388
% Date,"Aug 17 2026, 16:22"
% Table,"Table 6 - Global Evaluation 2 (freq, real(freq)/(2*abs(imag(freq))))"
% U (rad),lambda (THz),Frequency (1/s),Q (1)
0.10384709049366261,1.896754524657121+0.08494232710378093i,1.8967545246571208E12+8.494232710378093E10i,11.164955030839348
0.10384709049366261,2.0257715196714927+8.381943577122599E-4i,2.025771519671493E12+8.381943577122599E8i,1208.4139561620095
0.10384709049366261,2.179261772678784+0.01941908410978625i,2.179261772678784E12+1.941908410978625E10i,56.111342851142616
0.10384709049366261,2.23675891735925+6.490216447399799E-5i,2.23675891735925E12+6.4902164473997995E7i,17231.774436855427
0.10384709049366261,2.2623031067028414+2.998857195796718E-4i,2.2623031067028413E12+2.998857195796718E8i,3771.9420415779528
0.10384709049366261,2.3552780366101667+1.1456944098714942E-5i,2.3552780366101665E12+1.1456944098714942E7i,102788.23115119956
0.10384709049366261,2.4345513885469647+0.08131825821215084i,2.434551388546965E12+8.131825821215085E10i,14.96927899141343
0.10384709049366261,2.5200304115265553+0.0024359490152106224i,2.520030411526555E12+2.4359490152106223E9i,517.2584474861562
0.10384709049366261,2.6051553380865577+0.0031036801477610436i,2.6051553380865576E12+3.1036801477610435E9i,419.6881144414776
0.10384709049366261,2.671002720901788+0.0037346119156480913i,2.671002720901788E12+3.7346119156480913E9i,357.60110839231226
0.10384709049366261,2.7095368433653095+0.03268545878503434i,2.7095368433653096E12+3.268545878503434E10i,41.448658579115964
0.10471975511965978,0.5969510077477828+0.05625273071679618i,5.969510077477827E11+5.625273071679618E10i,5.305973595780858
0.10471975511965978,0.9871293171070679+0.08549406127672186i,9.871293171070679E11+8.549406127672186E10i,5.77308705637453
0.10471975511965978,1.1733137008915895+0.00204076668703844i,1.1733137008915896E12+2.04076668703844E9i,287.46884892420064
0.10471975511965978,1.262136440212636+0.3963845774760843i,1.262136440212636E12+3.963845774760843E11i,1.592060478549757
0.10471975511965978,1.272836048603153+0.4819533044846645i,1.2728360486031528E12+4.819533044846645E11i,1.3204972730336926
0.10471975511965978,1.290185181617732+0.0027226509557110113i,1.2901851816177322E12+2.7226509557110114E9i,236.93547256056635
0.10471975511965978,1.4831577650651877+0.07446768638418225i,1.4831577650651877E12+7.446768638418225E10i,9.958398313958003
0.10471975511965978,1.6057812613189253+0.01581580765028743i,1.6057812613189253E12+1.581580765028743E10i,50.76507304670408
0.10471975511965978,1.6993167815061485+0.014314766057654678i,1.6993167815061484E12+1.4314766057654678E10i,59.35538082361659
0.10471975511965978,1.8967199400936088+0.08492719734681221i,1.896719940093609E12+8.492719734681221E10i,11.166740451519228
0.10471975511965978,2.0256651838698163+8.527853721859269E-4i,2.0256651838698162E12+8.527853721859269E8i,1187.6758501834236
0.10471975511965978,2.179184601180588+0.019449128054644573i,2.1791846011805884E12+1.9449128054644573E10i,56.02268119830147
0.10471975511965978,2.236308129541982+6.603920083013592E-5i,2.2363081295419824E12+6.603920083013592E7i,16931.6716543417
0.10471975511965978,2.2623632894834187+3.0585811080843404E-4i,2.262363289483419E12+3.0585811080843407E8i,3698.386947306408
0.10471975511965978,2.3557660319716143+1.1465257935784157E-5i,2.3557660319716143E12+1.1465257935784157E7i,102734.977493138
0.10471975511965978,2.434543151195272+0.08126732319505174i,2.434543151195272E12+8.126732319505174E10i,14.978610439475556
0.10471975511965978,2.519696278662338+0.002462902767218258i,2.519696278662338E12+2.462902767218258E9i,511.5297916344919
0.10471975511965978,2.605224886842421+0.0030937258029835714i,2.605224886842421E12+3.0937258029835715E9i,421.0497394969452
0.10471975511965978,2.6712463510309368+0.0037911148513959923i,2.671246351030937E12+3.7911148513959923E9i,352.3035381066484
0.10471975511965978,2.7095753978198456+0.03265242982314154i,2.7095753978198457E12+3.265242982314154E10i,41.49117558013258
0.10559241974565695,0.5971094817726911+0.05617272261547487i,5.97109481772691E11+5.617272261547487E10i,5.3149416119648345
0.10559241974565695,0.9871982148806642+0.08540908245357756i,9.871982148806642E11+8.540908245357756E10i,5.779234400610945
0.10559241974565695,1.1728312630347144+0.0020358583194260683i,1.1728312630347144E12+2.0358583194260683E9i,288.04343893767344
0.10559241974565695,1.2623741025114008+0.3963227440876627i,1.262374102511401E12+3.963227440876627E11i,1.5926087025580546
0.10559241974565695,1.273090268642635+0.4818853905308429i,1.273090268642635E12+4.818853905308429E11i,1.320947152226595
0.10559241974565695,1.2906665535718225+0.002731654344703367i,1.2906665535718225E12+2.731654344703367E9i,236.2426556775757
0.10559241974565695,1.4830846680283603+0.07436658293293308i,1.4830846680283604E12+7.436658293293307E10i,9.971445570962086
0.10559241974565695,1.605513329507595+0.015982561624883214i,1.605513329507595E12+1.5982561624883213E10i,50.22703391326128
0.10559241974565695,1.6996586734111352+0.014236933571360452i,1.6996586734111353E12+1.4236933571360453E10i,59.6918804492504
0.10559241974565695,1.8966850441269627+0.08491192911598197i,1.8966850441269626E12+8.491192911598198E10i,11.168542888339418
0.10559241974565695,2.025558150901655+8.675133594403035E-4i,2.0255581509016548E12+8.675133594403034E8i,1167.4506962108867
0.10559241974565695,2.1791066715196745+0.01947933700584661i,2.1791066715196746E12+1.947933700584661E10i,55.9337997711531
0.10559241974565695,2.2358561013576304+6.72342003969359E-5i,2.2358561013576304E12+6.723420039693591E7i,16627.37184466855
0.10559241974565695,2.2624255430800733+3.118740310939462E-4i,2.262425543080073E12+3.1187403109394616E8i,3627.146407708695
0.10559241974565695,2.356253998625675+1.1473359046307548E-5i,2.3562539986256753E12+1.1473359046307547E7i,102683.70357432442
0.10559241974565695,2.4345348752778695+0.08121593335752214i,2.4345348752778696E12+8.121593335752214E10i,14.988037289190283
0.10559241974565695,2.5193612463118074+0.002489942080631346i,2.5193612463118076E12+2.489942080631346E9i,505.9076004035005
0.10559241974565695,2.605293387290453+0.003084160868302894i,2.605293387290453E12+3.084160868302894E9i,422.36664988296394
0.10559241974565695,2.6714919086504905+0.003847970699741697i,2.6714919086504907E12+3.847970699741697E9i,347.1299701982944
0.10559241974565695,2.709614071449445+0.03261895172376779i,2.7096140714494453E12+3.261895172376779E10i,41.53435239727654
0.10646508437165411,0.5972692010913263+0.0560921722799185i,5.972692010913263E11+5.60921722799185E10i,5.323997777361477
0.10646508437165411,0.9872677045429984+0.08532347803899808i,9.872677045429984E11+8.532347803899808E10i,5.785439876769653
0.10646508437165411,1.17234885406829+0.002030978182175371i,1.17234885406829E12+2.030978182175371E9i,288.61680158784196
0.10646508437165411,1.2626137053607325+0.39626036915781393i,1.2626137053607324E12+3.9626036915781396E11i,1.5931617234953492
0.10646508437165411,1.2733465109436288+0.481816953098214i,1.273346510943629E12+4.81816953098214E11i,1.3214006924784036
0.10646508437165411,1.2911478915507921+0.0027406794746618604i,1.2911478915507922E12+2.7406794746618605E9i,235.55251598877527
0.10646508437165411,1.4830107413874112+0.07426453765913081i,1.4830107413874111E12+7.426453765913081E10i,9.984649390765279
0.10646508437165411,1.605245368406685+0.01614942282880118i,1.605245368406685E12+1.6149422828801182E10i,49.699775200134724
0.10646508437165411,1.7000014001562518+0.014159809741978524i,1.7000014001562517E12+1.4159809741978525E10i,60.02910459723146
0.10646508437165411,1.8966498362168456+0.0848965221312801i,1.8966498362168457E12+8.48965221312801E10i,11.170362392960886
0.10646508437165411,2.025450425029297+8.823786826532258E-4i,2.0254504250292969E12+8.823786826532258E8i,1147.7217575899313
0.10646508437165411,2.179027982034061+0.019509708584154715i,2.1790279820340608E12+1.9509708584154716E10i,55.844708613531296
0.10646508437165411,2.235402908307581+6.84874307566063E-5i,2.235402908307581E12+6.84874307566063E7i,16319.80411304854
0.10646508437165411,2.2624897918017064+3.179345451330763E-4i,2.2624897918017065E12+3.179345451330763E8i,3558.1062618639116
0.10646508437165411,2.356741935809245+1.1481245926579164E-5i,2.356741935809245E12+1.1481245926579164E7i,102634.41576289953
0.10646508437165411,2.434526561675799+0.08116408774075443i,2.4345265616757993E12+8.116408774075443E10i,14.997560062843936
0.10646508437165411,2.5190253296916323+0.002517069666998583i,2.5190253296916323E12+2.517069666998583E9i,500.3884800485839
0.10646508437165411,2.6053608361569687+0.0030749871715343552i,2.6053608361569688E12+3.074987171534355E9i,423.63767567474883
0.10646508437165411,2.6717393877815985+0.0039051819912545183i,2.6717393877815986E12+3.9051819912545185E9i,342.0761687630487
0.10646508437165411,2.7096528569937752+0.032585018604109416i,2.7096528569937754E12+3.2585018604109413E10i,41.57820024463714
0.10733774899765128,0.5974301639472678+0.05601108252939874i,5.974301639472678E11+5.6011082529398735E10i,5.333142451171985
0.10733774899765128,0.9873377864816162+0.08523724993358371i,9.873377864816162E11+8.523724993358371E10i,5.791703669762593
0.10733774899765128,1.1718664750740782+0.002026125597549414i,1.1718664750740781E12+2.0261255975494144E9i,289.18900104007446
0.10733774899765128,1.2628552481021462+0.3961974521606045i,1.2628552481021462E12+3.961974521606045E11i,1.5937195471795074
0.10733774899765128,1.2736047733811058+0.48174799308514366i,1.2736047733811057E12+4.817479930851437E11i,1.3218578921573318
0.10733774899765128,1.2916291945814578+0.0027497275023339878i,1.2916291945814578E12+2.7497275023339877E9i,234.86494452361444
0.10733774899765128,1.4829359786035081+0.0741615488367874i,1.482935978603508E12+7.41615488367874E10i,9.998011111304532
0.10733774899765128,1.6049774027681398+0.016316399412214484i,1.60497740276814E12+1.6316399412214483E10i,49.18295275263522
0.10733774899765128,1.7003449427261403+0.014083387401704523i,1.7003449427261404E12+1.4083387401704523E10i,60.36704431351318
0.10733774899765128,1.8966143158188598+0.08488097611113841i,1.8966143158188599E12+8.488097611113841E10i,11.172199017454387
0.10733774899765128,2.0253420105305686+8.973817074545634E-4i,2.0253420105305688E12+8.973817074545634E8i,1128.472975159858
0.10733774899765128,2.1789485310888232+0.019540240376416863i,2.1789485310888235E12+1.9540240376416862E10i,55.755417771589926
0.10733774899765128,2.2349486208512896+6.979924956864816E-5i,2.2349486208512896E12+6.979924956864816E7i,16009.832732178578
0.10733774899765128,2.262555964965529+3.240406556175128E-4i,2.2625559649655293E12+3.240406556175128E8i,3491.160639478797
0.10733774899765128,2.3572298427622687+1.1488917132758436E-5i,2.3572298427622686E12+1.1488917132758437E7i,102587.12007074546
0.10733774899765128,2.434518211284235+0.08111178536742386i,2.4345182112842354E12+8.111178536742386E10i,15.007179291247528
0.10733774899765128,2.5186885437203426+0.002544288271479811i,2.518688543720343E12+2.5442882714798107E9i,494.96917702950014
0.10733774899765128,2.6054272305779502+0.0030662064162615714i,2.60542723057795E12+3.0662064162615714E9i,424.8616819728954
0.10733774899765128,2.6719887825135626+0.003962751498485161i,2.6719887825135625E12+3.962751498485161E9i,337.1380697900162
0.10733774899765128,2.709691746997075+0.03255062444808997i,2.709691746997075E12+3.255062444808997E10i,41.62273063790757
0.10821041362364843,0.5975923685688372+0.055929456198389925i,5.975923685688373E11+5.592945619838992E10i,5.34237599637202
0.10821041362364843,0.9874084610829809+0.08515040005047336i,9.874084610829808E11+8.515040005047336E10i,5.798025966394105
0.10821041362364843,1.1713841271159922+0.0020212999090379103i,1.1713841271159922E12+2.0212999090379102E9i,289.76009989372204
0.10821041362364843,1.263098730076337+0.39613399257316756i,1.263098730076337E12+3.9613399257316754E11i,1.594282179461079
0.10821041362364843,1.2738650538145422+0.48167851139349716i,1.2738650538145422E12+4.816785113934972E11i,1.3223187496253956
0.10821041362364843,1.2921104617101213+0.0027587995711445584i,1.2921104617101213E12+2.7587995711445584E9i,234.17983590124604
0.10821041362364843,1.4828603730452585+0.07405761477212983i,1.4828603730452585E12+7.405761477212982E10i,10.01153208625418
0.10821041362364843,1.6047094569109737+0.016483499509318243i,1.6047094569109736E12+1.6483499509318241E10i,48.676236984865376
0.10821041362364843,1.7006892826230926+0.014007659354500093i,1.7006892826230925E12+1.4007659354500093E10i,60.70569106453642
0.10821041362364843,1.8965784823845284+0.084865290772444i,1.8965784823845286E12+8.4865290772444E10i,11.174052814300573
0.10821041362364843,2.025232911698508+9.125228019022565E-4i,2.025232911698508E12+9.125228019022566E8i,1109.6889346089115
0.10821041362364843,2.178868317076919+0.019570929934946954i,2.1788683170769192E12+1.9570929934946953E10i,55.66593729371565
0.10821041362364843,2.234493304792089+7.117010150216657E-5i,2.234493304792089E12+7.117010150216657E7i,15698.258521691627
0.10821041362364843,2.262623996510838+3.301933069764326E-4i,2.262623996510838E12+3.301933069764326E8i,3426.2111749471824
0.10821041362364843,2.3577177187275837+1.149637127698237E-5i,2.357717718727584E12+1.149637127698237E7i,102541.8221942833
0.10821041362364843,2.4345098250127695+0.08105902524141546i,2.4345098250127695E12+8.105902524141547E10i,15.01689551386874
0.10821041362364843,2.518350903023999+0.0025716006718393865i,2.518350903023999E12+2.5716006718393865E9i,489.6465712195316
0.10821041362364843,2.605492568087345+0.003057820183034405i,2.605492568087345E12+3.057820183034405E9i,426.0375712318381
0.10821041362364843,2.6722400870169443+0.00402068223960883i,2.6722400870169443E12+4.0206822396088305E9i,332.31177294887704
0.10821041362364843,2.709730733800988+0.03251576310278057i,2.709730733800988E12+3.2515763102780575E10i,41.66795540420926
0.1090830782496456,0.5977558131693087+0.055847296136788176i,5.977558131693087E11+5.584729613678818E10i,5.351698779697503
0.1090830782496456,0.9874797287323333+0.08506293031550417i,9.874797287323333E11+8.506293031550418E10i,5.8044069553547235
0.1090830782496456,1.1709018112408995+0.002016500480511266i,1.1709018112408997E12+2.0165004805112658E9i,290.3301592430139
0.1090830782496456,1.2633441506232705+0.39606998987565495i,1.2633441506232705E12+3.9606998987565497E11i,1.5948496262237564
0.1090830782496456,1.2741273500880004+0.4816085089286296i,1.2741273500880005E12+4.8160850892862964E11i,1.3227832632384153
0.1090830782496456,1.2925916920019085+0.0027678968120262303i,1.2925916920019084E12+2.7678968120262303E9i,233.4970881836579
0.1090830782496456,1.4827839179880224+0.07395273380552597i,1.4827839179880225E12+7.395273380552597E10i,10.025213685049899
0.1090830782496456,1.604441554736727+0.01665073122699879i,1.604441554736727E12+1.665073122699879E10i,48.17931215342545
0.1090830782496456,1.7010344018522143+0.013932618385375361i,1.7010344018522144E12+1.393261838537536E10i,61.04503671893209
0.1090830782496456,1.8965423353613193+0.08484946583056449i,1.8965423353613193E12+8.48494658305645E10i,11.175923836388764
0.1090830782496456,2.0251231328410233+9.278023364595029E-4i,2.0251231328410232E12+9.278023364595029E8i,1091.3548356479141
0.1090830782496456,2.178787338420065+0.01960177477689744i,2.1787873384200652E12+1.960177477689744E10i,55.576277230467255
0.1090830782496456,2.234037021631594+7.260051534037753E-5i,2.234037021631594E12+7.260051534037752E7i,15385.82068706826
0.1090830782496456,2.2626938246441903+3.3639338899024E-4i,2.2626938246441904E12+3.3639338899024004E8i,3363.1663087020997
0.1090830782496456,2.358205562950727+1.1503607037885834E-5i,2.358205562950727E12+1.1503607037885834E7i,102498.5274264082
0.1090830782496456,2.4345014037856925+0.08100580634749963i,2.4345014037856924E12+8.100580634749963E10i,15.026709278975265
0.1090830782496456,2.5180124219417+0.00259900967751388i,2.5180124219417E12+2.59900967751388E9i,484.4176694929319
0.1090830782496456,2.605556846605386+0.0030498299306403035i,2.6055568466053857E12+3.0498299306403036E9i,427.1642855276124
0.1090830782496456,2.672493295556935+0.004078977482058541i,2.672493295556935E12+4.078977482058541E9i,327.59353383439196
0.1090830782496456,2.7097698095370215+0.03248042827464946i,2.7097698095370215E12+3.248042827464946E10i,41.713886692374075
0.10995574287564278,0.5979204959465851+0.055764605209236505i,5.979204959465852E11+5.57646052092365E10i,5.361111171711024
0.10995574287564278,0.9875515898135611+0.08497484266691391i,9.87551589813561E11+8.497484266691391E10i,5.810846827246186
0.10995574287564278,1.1704195284793062+0.0020117266954640073i,1.1704195284793062E12+2.0117266954640074E9i,290.89923872818804
0.10995574287564278,1.2635915090822827+0.39600544355168305i,1.2635915090822827E12+3.9600544355168304E11i,1.5954218933828497
0.10995574287564278,1.2743916600301604+0.4815379865993083i,1.2743916600301604E12+4.815379865993083E11i,1.3232514313461547
0.10995574287564278,1.2930728845400354+0.0027770203443954304i,1.2930728845400354E12+2.7770203443954306E9i,232.81660272127806
0.10995574287564278,1.4827066066134489+0.07384690431341212i,1.482706606613449E12+7.384690431341212E10i,10.03905729291457
0.10995574287564278,1.60417371974455+0.016818102634074683i,1.60417371974455E12+1.6818102634074684E10i,47.69187567253808
0.10995574287564278,1.7013802829068179+0.013858257269010158i,1.7013802829068179E12+1.3858257269010159E10i,61.385073529824176
0.10995574287564278,1.8965058741926508+0.08483350099937188i,1.896505874192651E12+8.483350099937189E10i,11.17781213701585
0.10995574287564278,2.0250126782805737+9.432206839662714E-4i,2.0250126782805737E12+9.432206839662714E8i,1073.4564628954777
0.10995574287564278,2.178705593569618+0.019632772383612117i,2.1787055935696177E12+1.9632772383612118E10i,55.486447634574226
0.10995574287564278,2.2335798288951536+7.409110124944982E-5i,2.233579828895154E12+7.409110124944982E7i,15073.199016000182
0.10995574287564278,2.262765391513473+3.426417402273246E-4i,2.262765391513473E12+3.426417402273246E8i,3301.9406655071393
0.10995574287564278,2.3586933746797687+1.1510623154915454E-5i,2.3586933746797686E12+1.1510623154915454E7i,102457.24071300696
0.10995574287564278,2.4344929485423057+0.0809521276510818i,2.4344929485423057E12+8.09521276510818E10i,15.036621143766641
0.10995574287564278,2.5176731145310214+0.002626518128738773i,2.5176731145310215E12+2.6265181287387733E9i,479.27959966908395
0.10995574287564278,2.605620064427126+0.003042236997414737i,2.605620064427126E12+3.042236997414737E9i,428.2408087603556
0.10995574287564278,2.6727484025071537+0.004137640746191322i,2.672748402507154E12+4.1376407461913223E9i,322.979756636364
0.10995574287564278,2.709808966118654+0.032444613525735126i,2.7098089661186543E12+3.244461352573513E10i,41.76053698357708
0.11082840750163994,0.5980864150833463+0.05568138629547835i,5.980864150833463E11+5.568138629547835E10i,5.370613546774377
0.11082840750163994,0.9876240447092663+0.08488613905547675i,9.876240447092664E11+8.488613905547675E10i,5.817345774578176
0.11082840750163994,1.169937279846048+0.0020069779563524383i,1.1699372798460479E12+2.0069779563524382E9i,291.4673965757797
0.11082840750163994,1.2638408047920366+0.3959403530882059i,1.2638408047920366E12+3.9594035308820593E11i,1.5959989868858901
0.11082840750163994,1.2746579814544277+0.4814669453175908i,1.2746579814544277E12+4.814669453175908E11i,1.3237232522926605
0.11082840750163994,1.2935540384252049+0.002786171276932776i,1.2935540384252048E12+2.786171276932776E9i,232.13828401986203
0.11082840750163994,1.482628432008816+0.0737401247103464i,1.4826284320088162E12+7.37401247103464E10i,10.053064310866224
0.11082840750163994,1.6039059750460516+0.016985621751107287i,1.6039059750460515E12+1.6985621751107288E10i,47.21363746786288
0.11082840750163994,1.7017269087542013+0.013784568777710851i,1.7017269087542014E12+1.3784568777710852E10i,61.7257941179064
0.11082840750163994,1.8964690983179193+0.08481739599127618i,1.8964690983179194E12+8.481739599127618E10i,11.179717769884016
0.11082840750163994,2.024901552353836+9.587782196155904E-4i,2.024901552353836E12+9.587782196155905E8i,1055.9801583549183
0.11082840750163994,2.178623081007473+0.019663920199979423i,2.1786230810074734E12+1.9663920199979424E10i,55.39645856093723
0.11082840750163994,2.233121780430702+7.56425482401521E-5i,2.233121780430702E12+7.564254824015209E7i,14761.016335283446
0.11082840750163994,2.2628386429086036+3.489391513151981E-4i,2.2628386429086035E12+3.489391513151981E8i,3242.454500132277
0.11082840750163994,2.3591811531651645+1.1517418441106893E-5i,2.3591811531651646E12+1.1517418441106893E7i,102417.96654469875
0.11082840750163994,2.4344844602372127+0.08089798809786096i,2.434484460237213E12+8.089798809786096E10i,15.046631674524818
0.11082840750163994,2.5173329945733007+0.002654128895736155i,2.517332994573301E12+2.654128895736155E9i,474.2296047899904
0.11082840750163994,2.605682220211049+0.003035042602628416i,2.605682220211049E12+3.035042602628416E9i,429.26616877708216
0.11082840750163994,2.6730054023638012+0.004196675808950065i,2.6730054023638013E12+4.1966758089500656E9i,318.46698721202154
0.11082840750163994,2.7098481952330413+0.032408312269595285i,2.7098481952330415E12+3.2408312269595284E10i,41.807919102522305
0.1117010721276371,0.5982535687470665+0.05559764228966656i,5.982535687470665E11+5.559764228966656E10i,5.380206283120199
0.1117010721276371,0.9876970938004695+0.08479682144419014i,9.876970938004696E11+8.479682144419014E10i,5.823903991793679
0.1117010721276371,1.169455066340935+0.002002253683859133i,1.169455066340935E12+2.002253683859133E9i,292.0346896520459
0.1117010721276371,1.2640920370908595+0.39587471797605633i,1.2640920370908596E12+3.9587471797605634E11i,1.5965809127110204
0.1117010721276371,1.2749263121589218+0.481395385998723i,1.2749263121589219E12+4.81395385998723E11i,1.3241987244164237
0.1117010721276371,1.2940351527749794+0.0027953507084654276i,1.2940351527749795E12+2.795350708465428E9i,231.4620396031398
0.1117010721276371,1.4825493871665145+0.07363239345102962i,1.4825493871665146E12+7.363239345102962E10i,10.067236155731564
0.1117010721276371,1.6036383433796622+0.017153296540786084i,1.603638343379662E12+1.7153296540786083E10i,46.74431936644442
0.1117010721276371,1.7020742628216539+0.013711545688808242i,1.7020742628216538E12+1.3711545688808243E10i,62.067191454969795
0.1117010721276371,1.8964320071724763+0.0848011505172227i,1.8964320071724763E12+8.48011505172227E10i,11.181640789102975
0.1117010721276371,2.0247897594113766+9.744753209264235E-4i,2.0247897594113765E12+9.744753209264235E8i,1038.9127953935406
0.1117010721276371,2.178539799246983+0.019695215633749683i,2.1785397992469832E12+1.9695215633749683E10i,55.306320066733406
0.1117010721276371,2.232662926683092+7.72556218274334E-5i,2.232662926683092E12+7.725562182743339E7i,14449.841149879112
0.1117010721276371,2.2629135279866617+3.552863680288377E-4i,2.2629135279866616E12+3.5528636802883774E8i,3184.633202424173
0.1117010721276371,2.3596688976595486+1.1523991786433615E-5i,2.359668897659549E12+1.1523991786433615E7i,102380.70893270773
0.1117010721276371,2.434475939840647+0.08084338661356118i,2.434475939840647E12+8.084338661356117E10i,15.056741446753499
0.1117010721276371,2.5169920755788273+0.002681844877976115i,2.516992075578827E12+2.681844877976115E9i,469.26503770760667
0.1117010721276371,2.6057433129678227+0.0030282478479273806i,2.6057433129678228E12+3.0282478479273806E9i,430.2394394090411
0.1117010721276371,2.673264289760153+0.004256086707579691i,2.673264289760153E12+4.256086707579691E9i,314.0519065318054
0.1117010721276371,2.709887488332303+0.03237151776721295i,2.709887488332303E12+3.2371517767212948E10i,41.85604622896267
0.11257373675363426,0.5984219550900115+0.05551337610048532i,5.984219550900115E11+5.551337610048532E10i,5.389889762845642
0.11257373675363426,0.987770737466736+0.08470689180843598i,9.877707374667361E11+8.470689180843597E10i,5.830521675264467
0.11257373675363426,1.1689728889493285+0.0019975533163055356i,1.1689728889493286E12+1.9975533163055356E9i,292.6011734974208
0.11257373675363426,1.2643452053164106+0.39580853770972313i,1.2643452053164106E12+3.9580853770972314E11i,1.5971676768676126
0.11257373675363426,1.27519664992663+0.48132330956117114i,1.2751966499266301E12+4.8132330956117114E11i,1.3246778460503439
0.11257373675363426,1.2945162267232397+0.002804559728696206i,1.2945162267232397E12+2.804559728696206E9i,230.78777989246802
0.11257373675363426,1.4824694649836194+0.07352370903248012i,1.4824694649836194E12+7.352370903248012E10i,10.08157426013912
0.11257373675363426,1.6033708471247248+0.01732113489878056i,1.6033708471247249E12+1.732113489878056E10i,46.28365452074405
0.11257373675363426,1.702422328982922+0.013639180791462605i,1.7024223289829219E12+1.3639180791462605E10i,62.409258848176094
0.11257373675363426,1.8963946001876852+0.08478476428675057i,1.8963946001876853E12+8.478476428675056E10i,11.183581249184634
0.11257373675363426,2.024677303817335+9.903123677163488E-4i,2.024677303817335E12+9.903123677163488E8i,1022.2417541276508
0.11257373675363426,2.1784557468339005+0.019726656054872026i,2.1784557468339006E12+1.9726656054872025E10i,55.21604221146931
0.11257373675363426,2.232203314946013+7.893116187155616E-5i,2.232203314946013E12+7.893116187155616E7i,14140.190401469408
0.11257373675363426,2.2629899990194615+3.616840941889893E-4i,2.2629899990194614E12+3.6168409418898934E8i,3128.406854735766
0.11257373675363426,2.360156607417587+1.15303421558299E-5i,2.360156607417587E12+1.15303421558299E7i,102345.47143183686
0.11257373675363426,2.4344673883387933+0.0807883221036065i,2.4344673883387935E12+8.078832210360649E10i,15.066951045330077
0.11257373675363426,2.516650370791929+0.002709669003472591i,2.516650370791929E12+2.7096690034725914E9i,464.3833559683308
0.11257373675363426,2.605803342049216+0.003021853718808564i,2.605803342049216E12+3.021853718808564E9i,431.1597424174149
0.11257373675363426,2.673525059481555+0.0043158777433656235i,2.673525059481555E12+4.315877743365623E9i,309.73132447870006
0.11257373675363426,2.709926836624347+0.032334223122680826i,2.709926836624347E12+3.233422312268083E10i,41.90493190979854
0.11344640137963143,0.5985915722491606+0.055428590651013056i,5.985915722491606E11+5.5428590651013054E10i,5.399664371930232
0.11344640137963143,0.9878449760859013+0.08461635213573582i,9.878449760859012E11+8.461635213573582E10i,5.837199023312109
0.11344640137963143,1.168490748642788+0.0019928763089339225i,1.168490748642788E12+1.9928763089339225E9i,293.1669023823825
0.11344640137963143,1.2646003088061966+0.39574181178796225i,1.2646003088061965E12+3.957418117879623E11i,1.5977592853945983
0.11344640137963143,1.2754689925253988+0.4812507169263373i,1.275468992525399E12+4.8125071692633734E11i,1.3251606155223958
0.11344640137963143,1.2949972594196024+0.002813799419005269i,1.2949972594196025E12+2.813799419005269E9i,230.1154180843154
0.11344640137963143,1.4823886582613288+0.07341406999610793i,1.4823886582613289E12+7.341406999610793E10i,10.09608007252505
0.11344640137963143,1.6031035083152114+0.017489144645104874i,1.6031035083152114E12+1.7489144645104874E10i,45.831386864420274
0.11344640137963143,1.7027710915448822+0.013567466892965714i,1.702771091544882E12+1.3567466892965714E10i,62.75198992479993
0.11344640137963143,1.8963568767908892+0.0847682370079846i,1.8963568767908892E12+8.47682370079846E10i,11.185539205046018
0.11344640137963143,2.0245641899490963+0.001006289742074034i,2.0245641899490964E12+1.006289742074034E9i,1005.9548981272169
0.11344640137963143,2.178370922347342+0.019758238794788958i,2.1783709223473423E12+1.975823879478896E10i,55.125635057155655
0.11344640137963143,2.2317429895932896+8.067008062235825E-5i,2.2317429895932896E12+8.067008062235825E7i,13832.532286912994
0.11344640137963143,2.263068011161671+3.681329943933196E-4i,2.263068011161671E12+3.681329943933196E8i,3073.70983534251
0.11344640137963143,2.3606442816958086+1.153646860473174E-5i,2.3606442816958086E12+1.153646860473174E7i,102312.25700764178
0.11344640137963143,2.4344588067341095+0.0807327934528204i,2.4344588067341094E12+8.07327934528204E10i,15.077261064655142
0.11344640137963143,2.516307893195911+0.002737604228156943i,2.516307893195911E12+2.737604228156943E9i,459.5821169683799
0.11344640137963143,2.6058623071371185+0.0030158610861818944i,2.6058623071371187E12+3.0158610861818943E9i,432.0262493316896
0.11344640137963143,2.6737877064807605+0.0043760534854430325i,2.6737877064807607E12+4.376053485443032E9i,305.5021739765215
0.11344640137963143,2.709966231063247+0.032296421278728615i,2.709966231063247E12+3.2296421278728615E10i,41.95459007168871
0.11431906600562859,0.5987624183463004+0.055343288878378624i,5.987624183463004E11+5.5343288878378624E10i,5.409530500275557
0.11431906600562859,0.9879198100340624+0.08452520442578203i,9.879198100340624E11+8.452520442578203E10i,5.843936236211724
0.11431906600562859,1.168008646379553+0.001988222133418024i,1.168008646379553E12+1.988222133418024E9i,293.73192933215853
0.11431906600562859,1.2648573468972897+0.39567453971357014i,1.2648573468972898E12+3.956745397135701E11i,1.5983557443611653
0.11431906600562859,1.2757433377080531+0.48117760901864587i,1.2757433377080532E12+4.811776090186459E11i,1.32564703115541
0.11431906600562859,1.295478250028897+0.002823070853149904i,1.295478250028897E12+2.8230708531499043E9i,229.44487003991384
